action,id,report_number,object_class,time,x,y,speed,nextx,nexty
newpoint,506,1,0,0,11678,18475,88,11702,18416
newpoint,507,1,1,0,13996,21715,298,13946,21703
newpoint,508,1,2,0,7957,16928,252.25,7977,16893
newpoint,509,1,0,0,9627,9056,298,9627,8981
newpoint,510,1,0,0,12368,20984,298,12366,20949
newpoint,511,1,0,0,15526,29615,298,15564,29703
newpoint,512,1,0,0,13458,10442,298,13517,10374
newpoint,513,1,2,0,13263,27108,198,13372,27054
newpoint,514,1,1,0,4399,20264,298,4286,20060
newpoint,515,1,1,0,9251,21082,298,9359,21222
newpoint,516,1,2,0,4866,17740,252.25,4870,17787
newpoint,517,1,1,0,11302,15368,504.5,11416,15588
newpoint,518,1,0,0,14286,9419,298,14193,9366
newpoint,519,1,2,0,2914,20752,132,3083,20701
newpoint,520,1,0,0,10087,12362,298,9989,12493
newpoint,521,1,0,0,10244,12267,298,10162,12317
newpoint,522,1,0,0,12348,17647,298,12430,17835
newpoint,523,1,0,0,15708,23295,198,15776,23354
newpoint,524,1,0,0,13517,16278,298,13770,16243
newpoint,525,1,1,0,16891,25845,132,16832,25684
newpoint,526,1,1,0,13759,27082,298,13642,27048
newpoint,527,1,0,0,11196,24373,672,11250,24249
newpoint,528,1,0,0,7948,22595,198,7991,22523
newpoint,529,1,0,0,14630,20132,298,14644,20059
newpoint,530,1,3,0,10955,17147,126.125,11014,17154
newpoint,531,1,2,0,8430,22405,252.25,8437,22308
newpoint,532,1,0,0,7609,21038,298,7710,20958
newpoint,533,1,0,0,18016,11350,448,17977,11350
newpoint,534,1,0,0,17645,13442,132,17655,13403
newpoint,535,1,1,0,18044,22217,298,17877,22027
newpoint,536,1,1,0,5906,17042,298,5962,16838
newpoint,537,1,1,0,4496,23044,132,4720,22982
newpoint,538,1,2,0,13067,20927,252.25,13171,20723
newpoint,539,1,2,0,13097,18678,252.25,13241,18749
newpoint,540,1,1,0,6736,21088,298,6610,21129
newpoint,541,1,0,0,16152,11491,448,16046,11507
newpoint,542,1,0,0,14313,13234,298,14245,13165
newpoint,543,1,0,0,13669,27583,298,13680,27702
newpoint,544,1,0,0,14527,20564,298,14498,20720
newpoint,545,1,1,0,15091,23303,298,15096,23292
newpoint,546,1,1,0,10863,22174,298,11018,21993
newpoint,547,1,3,0,12734,10969,126.125,12633,10972
newpoint,548,1,0,0,21194,23278,298,20758,22843
newpoint,549,1,1,0,15277,11710,298,15345,11868
newpoint,550,1,1,0,8410,11383,298,8436,11428
newpoint,551,1,0,0,7038,17514,298,6766,17381
newpoint,552,1,0,0,14099,28206,448,14051,28217
newpoint,553,1,0,0,11360,11068,298,11401,11072
newpoint,554,1,0,0,8467,21508,298,8493,21488
newpoint,555,1,0,0,9398,9915,298,9325,9964
newpoint,556,1,0,0,15808,11526,198,15921,11556
newpoint,557,1,0,0,9095,20008,298,9100,19997
newpoint,558,1,2,0,14032,20132,252.25,13944,20073
newpoint,559,1,1,0,3175,17189,198,3010,17189
newpoint,560,1,4,0,12601,19429,63.0625,12484,19594
newpoint,561,1,0,0,1908,12908,672,2096,11964
newpoint,562,1,0,0,13853,24476,198,13758,24461
newpoint,563,1,4,0,12204,9006,63.0625,12363,8856
newpoint,564,1,5,0,11520,14438,31.53125,11504,14673
newpoint,565,1,0,0,11113,15739,298,11332,15629
newpoint,566,1,1,0,17229,12092,504.5,17342,11908
newpoint,567,1,0,0,6588,16045,298,6645,15815
newpoint,568,1,4,0,6604,13680,63.0625,6550,13690
newpoint,569,1,0,0,9280,9861,298,9259,9879
newpoint,570,1,0,0,12081,18097,448,12118,18114
newpoint,571,1,4,0,4866,17740,63.0625,4870,17787
newpoint,572,1,0,0,17720,18272,132,17739,18383
newpoint,573,1,0,0,7675,22926,298,7686,22972
newpoint,574,1,0,0,11362,19739,298,11377,19714
newpoint,575,1,0,0,4807,19612,298,4828,19655
newpoint,576,1,2,0,8645,21977,252.25,8581,21772
newpoint,577,1,0,0,7122,20487,672,7267,20379
newpoint,578,1,0,0,11004,5991,198,10843,5913
newpoint,579,1,0,0,16911,12461,672,16873,12481
newpoint,580,1,0,0,15283,15408,298,15265,15393
newpoint,581,1,3,0,7750,23567,126.125,7831,23589
newpoint,582,1,1,0,14139,22013,298,14074,22120
newpoint,583,1,0,0,17673,26569,448,17219,26762
newpoint,584,1,1,0,8027,7885,298,8088,7799
newpoint,585,1,1,0,5153,19171,298,5303,19171
newpoint,586,1,3,0,16309,24223,126.125,15748,23617
newpoint,587,1,3,0,6516,22306,126.125,6543,22242
newpoint,588,1,0,0,13544,28264,448,13402,28278
newpoint,589,1,0,0,8042,18995,298,8088,18776
newpoint,590,1,1,0,6965,20623,504.5,7057,20530
newpoint,591,1,0,0,21518,10455,132,21382,10562
newpoint,592,1,0,0,15823,10594,132,15810,10529
newpoint,593,1,0,0,10408,14847,298,10247,14642
newpoint,594,1,0,0,10673,13577,298,10766,13572
newpoint,595,1,1,0,8768,11435,298,8700,11466
newpoint,596,1,0,0,13099,13212,672,13220,12936
newpoint,597,1,1,0,12843,18183,88,12726,18178
newpoint,598,1,1,0,6736,21088,298,6610,21129
newpoint,599,1,0,0,12934,5763,132,12944,5766
newpoint,600,1,1,0,13180,17911,448,13082,17872
newpoint,601,1,0,0,16233,28678,198,16029,28772
newpoint,602,1,3,0,6540,21233,126.125,6610,21129
newpoint,603,1,0,0,11578,18032,88,11555,18081
newpoint,604,1,2,0,3977,16897,252.25,3902,17075
newpoint,605,1,0,0,12194,12062,298,12155,12175
newpoint,606,1,0,0,13553,5074,672,13461,5489
newpoint,607,1,1,0,9286,21591,298,9279,21548
newpoint,608,1,0,0,2640,18288,298,2628,18326
newpoint,609,1,0,0,14498,20720,298,14527,20564
newpoint,610,1,0,0,16587,11660,298,16587,11579
newpoint,611,1,1,0,12377,25829,298,12220,25856
newpoint,612,1,1,0,17768,11607,504.5,17729,11613
newpoint,613,1,0,0,18271,10017,132,18348,10271
newpoint,614,1,5,0,7674,14418,31.53125,7789,14514
newpoint,615,1,0,0,12474,21403,672,12549,21230
newpoint,616,1,0,0,14417,15953,672,14556,15856
newpoint,617,1,3,0,14076,30059,126.125,14395,30113
newpoint,618,1,1,0,5405,15132,298,5889,15273
newpoint,619,1,1,0,19952,13377,132,19850,13353
newpoint,620,1,2,0,11433,6241,252.25,11870,6341
newpoint,621,1,0,0,7001,21685,298,7057,21641
newpoint,622,1,1,0,13283,29104,298,13476,29012
newpoint,623,1,5,0,9265,12389,31.53125,9247,12398
newpoint,624,1,1,0,10801,5997,298,10741,6118
newpoint,625,1,0,0,12633,10972,298,12615,11053
newpoint,626,1,1,0,14768,8008,198,14768,8035
newpoint,627,1,0,0,17137,24136,132,17235,24253
newpoint,628,1,0,0,13454,27356,198,13422,27356
newpoint,629,1,0,0,7207,20606,298,7122,20487
newpoint,630,1,1,0,10068,15943,448,10090,16000
newpoint,631,1,1,0,14501,28012,448,14171,28172
newpoint,632,1,0,0,17965,17263,132,17694,17408
newpoint,633,1,0,0,7744,19389,448,7631,19221
newpoint,634,1,0,0,17193,18653,672,17033,18641
newpoint,635,1,0,0,14080,25663,298,14031,25534
newpoint,636,1,0,0,6008,17526,298,5992,17634
newpoint,637,1,1,0,13883,13353,298,13999,13372
newpoint,638,1,0,0,15114,13360,448,15000,13236
newpoint,639,1,0,0,8622,13448,298,8580,13474
newpoint,640,1,0,0,11944,8149,448,12023,8169
newpoint,641,1,0,0,15911,11318,132,16089,11240
newpoint,642,1,0,0,13474,7191,672,13577,7613
newpoint,643,1,0,0,11398,23353,298,11415,23364
newpoint,644,1,0,0,14425,21561,298,14396,21545
newpoint,645,1,3,0,5373,19100,126.125,5480,19201
newpoint,646,1,2,0,11667,10905,252.25,11683,10861
newpoint,647,1,0,0,7875,20629,298,7870,20664
newpoint,648,1,0,0,16054,27902,298,16048,27961
newpoint,649,1,0,0,9609,8725,298,9599,8725
newpoint,650,1,0,0,9018,7412,298,8669,7869
newpoint,651,1,5,0,15785,20888,31.53125,15691,20976
newpoint,652,1,0,0,15121,12878,298,15062,12784
newpoint,653,1,0,0,13265,27435,198,13191,27275
newpoint,654,1,4,0,15645,18513,63.0625,15301,18562
newpoint,655,1,0,0,14776,21624,298,14810,21238
newpoint,656,1,1,0,11026,4693,298,10923,4731
newpoint,657,1,4,0,4605,10138,63.0625,4590,10231
newpoint,658,1,0,0,14359,26884,298,14698,26760
newpoint,659,1,1,0,13849,18474,132,13844,18704
newpoint,660,1,1,0,4785,10343,298,4673,10479
newpoint,661,1,1,0,19771,15706,132,19800,15697
newpoint,662,1,3,0,14798,8864,126.125,14882,8883
newpoint,663,1,0,0,12638,22762,298,12449,22633
newpoint,664,1,1,0,16880,28722,198,16847,28705
newpoint,665,1,3,0,9480,19528,126.125,9501,19560
newpoint,666,1,1,0,16622,22034,504.5,16614,22041
newpoint,667,1,0,0,11456,19883,298,11719,19737
newpoint,668,1,1,0,11394,16124,298,11657,16054
newpoint,669,1,1,0,12010,7368,198,12086,7382
newpoint,670,1,0,0,6798,22071,298,6740,21983
newpoint,671,1,0,0,10485,4125,298,10467,4151
newpoint,672,1,3,0,10723,13816,126.125,10780,13902
newpoint,673,1,4,0,14869,15383,63.0625,14782,15398
newpoint,674,1,4,0,15798,28725,63.0625,15965,28650
newpoint,675,1,1,0,13178,18535,132,13227,18487
newpoint,676,1,1,0,4959,15729,298,5241,15822
newpoint,677,1,1,0,8415,20760,504.5,8471,20473
newpoint,678,1,1,0,4458,10500,298,3756,11304
newpoint,679,1,0,0,12289,26524,298,12253,26346
newpoint,680,1,0,0,4186,19811,298,4340,19742
newpoint,681,1,1,0,11513,15775,504.5,11657,16054
newpoint,682,1,2,0,13166,26528,198,13245,26518
newpoint,683,1,0,0,8416,19907,198,8604,19929
newpoint,684,1,0,0,11462,18402,198,11426,18474
newpoint,685,1,0,0,14440,28368,298,14418,28389
newpoint,686,1,0,0,15558,14636,298,15768,14636
newpoint,687,1,0,0,6321,17547,298,6293,17640
newpoint,688,1,0,0,9940,6003,298,9808,5552
newpoint,689,1,0,0,15098,8773,198,15046,8917
newpoint,690,1,0,0,16170,11203,132,16406,11099
newpoint,691,1,0,0,4677,18454,298,4265,18516
newpoint,692,1,0,0,10914,6778,298,10860,6834
newpoint,693,1,1,0,16510,11941,298,16510,11920
newpoint,694,1,0,0,14474,24563,198,14485,24530
newpoint,695,1,0,0,9584,7304,298,9622,7164
newpoint,696,1,2,0,8370,19113,252.25,8405,19607
newpoint,697,1,0,0,2636,19164,298,2599,19214
newpoint,698,1,2,0,8585,13777,252.25,8596,13777
newpoint,699,1,1,0,12676,26317,298,12600,26355
newpoint,700,1,1,0,12292,24861,298,12323,24784
newpoint,701,1,0,0,12300,13358,298,12374,13410
newpoint,702,1,1,0,12087,13768,298,11978,13489
newpoint,703,1,1,0,8841,19915,504.5,8857,19846
newpoint,704,1,0,0,19742,20623,132,19624,20314
newpoint,705,1,4,0,14168,14949,63.0625,14080,14953
newpoint,706,1,1,0,14395,15968,504.5,14279,16034
newpoint,707,1,0,0,11215,15107,672,11177,14972
newpoint,708,1,0,0,12578,21152,672,12549,21230
newpoint,709,1,0,0,10380,21395,298,10375,21345
newpoint,710,1,1,0,8175,19579,504.5,8405,19607
newpoint,711,1,4,0,10618,27255,63.0625,10644,27455
newpoint,712,1,0,0,14786,8211,198,14824,8221
newpoint,713,1,0,0,12245,17333,448,12144,17307
newpoint,714,1,2,0,6799,14235,132,6789,14269
newpoint,715,1,1,0,18984,9262,132,19002,9423
newpoint,716,1,0,0,12141,28280,298,12141,28294
newpoint,717,1,2,0,9815,16960,252.25,9789,17264
newpoint,718,1,0,0,13272,16650,132,13242,16569
newpoint,719,1,0,0,10555,15820,298,10546,15908
newpoint,720,1,0,0,14847,19622,298,14779,19717
newpoint,721,1,4,0,15795,27644,63.0625,15746,27596
newpoint,722,1,3,0,11505,10961,126.125,11488,10913
newpoint,723,1,0,0,15825,8088,298,15831,8104
newpoint,724,1,3,0,12323,24784,126.125,12385,24636
newpoint,725,1,0,0,13051,18769,298,13097,18678
newpoint,726,1,1,0,9576,16515,298,9582,16539
newpoint,727,1,2,0,11384,20341,252.25,11484,20140
newpoint,728,1,1,0,19484,23539,298,19207,23436
newpoint,729,1,4,0,13600,13767,63.0625,13412,13762
newpoint,730,1,4,0,12780,20082,63.0625,12926,19852
newpoint,731,1,3,0,12456,22157,126.125,12577,22074
newpoint,732,1,0,0,11384,20341,298,11484,20140
newpoint,733,1,2,0,9764,21350,252.25,9775,21349
newpoint,734,1,1,0,4946,11007,298,4926,10958
newpoint,735,1,0,0,8723,17701,448,8723,17715
newpoint,736,1,1,0,19206,11497,132,19185,11534
newpoint,737,1,0,0,16506,22769,298,16672,22584
newpoint,738,1,0,0,20502,19985,132,20476,19819
newpoint,739,1,0,0,5692,18330,298,5841,18301
newpoint,740,1,5,0,7984,8338,31.53125,8189,8497
newpoint,741,1,3,0,9895,12431,126.125,9935,12403
newpoint,742,1,0,0,11255,4992,298,11073,5049
newpoint,743,1,0,0,15308,15528,298,15283,15408
newpoint,744,1,0,0,11717,16768,448,11662,16798
newpoint,745,1,0,0,10814,14101,298,10831,14244
newpoint,746,1,0,0,10025,19851,298,9972,19580
newpoint,747,1,0,0,8732,15724,448,8822,15733
newpoint,748,1,0,0,10798,27663,198,10809,27755
newpoint,749,1,0,0,19850,13353,132,19715,13237
newpoint,750,1,1,0,11126,17844,88,11115,17799
newpoint,751,1,1,0,9097,11009,504.5,9463,11616
newpoint,752,1,0,0,16137,27448,298,16153,27535
newpoint,753,1,1,0,4604,19478,298,4799,19472
newpoint,754,1,0,0,10189,16288,448,10262,16543
newpoint,755,1,0,0,12600,26355,298,12869,26906
newpoint,756,1,0,0,11749,17676,298,11836,17634
newpoint,757,1,4,0,11978,13489,63.0625,12087,13768
newpoint,758,1,1,0,9794,9891,298,9841,10284
newpoint,759,1,0,0,18581,16896,132,18557,16940
newpoint,760,1,0,0,7392,23103,132,7553,23031
newpoint,761,1,3,0,11316,18098,88,11277,18098
newpoint,762,1,0,0,10359,19726,448,10359,19845
newpoint,763,1,0,0,12696,21898,1009,12327,21748
newpoint,764,1,0,0,12118,18114,448,12081,18097
newpoint,765,1,0,0,15535,16938,298,15586,17057
newpoint,766,1,0,0,10944,16043,298,10899,15845
newpoint,767,1,0,0,13727,18777,132,13717,18783
newpoint,768,1,3,0,10416,21638,126.125,10391,21541
newpoint,769,1,0,0,4984,18726,298,4968,18690
newpoint,770,1,2,0,18810,18229,252.25,18696,18231
newpoint,771,1,0,0,11011,15482,298,11127,15548
newpoint,772,1,0,0,14863,13086,448,14816,13034
newpoint,773,1,2,0,13486,13551,252.25,13446,13544
newpoint,774,1,2,0,7686,22972,252.25,7675,22926
newpoint,775,1,0,0,478,22109,672,576,20989
newpoint,776,1,1,0,12185,18804,448,12158,18856
newpoint,777,1,5,0,10111,22977,31.53125,10677,22386
newpoint,778,1,0,0,3314,17314,298,3246,17518
newpoint,779,1,2,0,15327,22866,198,15289,22720
newpoint,780,1,0,0,7732,20878,298,7758,20920
newpoint,781,1,0,0,14644,19995,298,14644,20059
newpoint,782,1,0,0,6636,18104,298,6624,18120
newpoint,783,1,1,0,11211,18172,88,11268,18238
newpoint,784,1,3,0,8532,16422,126.125,8598,16476
newpoint,785,1,0,0,15247,13078,298,15348,13129
newpoint,786,1,2,0,9944,20062,252.25,9895,20107
newpoint,787,1,5,0,11406,22411,31.53125,11762,22562
newpoint,788,1,0,0,10667,27212,298,10618,27255
newpoint,789,1,2,0,7062,17989,252.25,7255,17998
newpoint,790,1,0,0,11667,10905,298,11683,10861
newpoint,791,1,4,0,13400,9111,63.0625,13405,9155
newpoint,792,1,1,0,12907,21468,298,12893,21493
newpoint,793,1,0,0,12053,28042,198,11880,28036
newpoint,794,1,3,0,12676,17528,126.125,12628,17449
newpoint,795,1,4,0,11310,15604,63.0625,11332,15629
newpoint,796,1,2,0,10988,25614,252.25,11024,25475
newpoint,797,1,0,0,14682,25198,448,14682,24758
newpoint,798,1,3,0,12419,19846,126.125,12458,19813
newpoint,799,1,0,0,9247,12398,298,9454,12732
newpoint,800,1,1,0,10678,25585,504.5,10623,25720
newpoint,801,1,0,0,13099,15996,298,13125,15897
newpoint,802,1,2,0,8202,15638,252.25,8278,15697
newpoint,803,1,1,0,5601,17144,298,5376,17089
newpoint,804,1,1,0,14418,23539,198,14483,23530
newpoint,805,1,2,0,13490,19502,252.25,13465,19572
newpoint,806,1,0,0,10720,4425,298,10740,4473
newpoint,807,1,1,0,8576,19454,298,8598,19582
newpoint,808,1,0,0,16562,18505,672,16483,18502
newpoint,809,1,5,0,6217,15557,31.53125,5960,15503
newpoint,810,1,1,0,16446,15446,298,16592,14711
newpoint,811,1,5,0,3812,14609,31.53125,3827,14696
newpoint,812,1,0,0,11620,14455,298,11520,14438
newpoint,813,1,0,0,10196,8410,298,10244,8436
newpoint,814,1,1,0,13622,13953,298,13592,13921
newpoint,815,1,2,0,8368,8878,252.25,8443,8804
newpoint,816,1,1,0,11324,16219,198,11306,16146
newpoint,817,1,1,0,19767,20705,132,19742,20623
newpoint,818,1,0,0,12948,30103,298,12777,30132
newpoint,819,1,1,0,2469,19385,504.5,2525,19201
newpoint,820,1,3,0,4992,19349,126.125,4795,19354
newpoint,821,1,0,0,19716,23280,1009,19576,24604
newpoint,822,1,0,0,20071,16398,132,20594,16171
newpoint,823,1,0,0,12631,7421,198,12476,7426
newpoint,824,1,5,0,7453,24355,31.53125,7525,24530
newpoint,825,1,2,0,6775,20471,252.25,6791,20509
newpoint,826,1,0,0,7453,24355,298,7525,24530
newpoint,827,1,0,0,8455,21316,672,8493,21488
newpoint,828,1,1,0,6766,17381,298,7038,17514
newpoint,829,1,1,0,16152,16648,298,16303,16542
newpoint,830,1,0,0,9858,13103,298,9808,13016
newpoint,831,1,0,0,14789,13163,298,14863,13086
newpoint,832,1,3,0,13961,27765,126.125,14171,28172
newpoint,833,1,0,0,15833,22857,298,15726,22762
newpoint,834,1,3,0,6165,13933,126.125,6243,13894
newpoint,835,1,1,0,14365,21327,198,14336,21312
newpoint,836,1,0,0,19742,20623,132,19624,20314
newpoint,837,1,1,0,11236,12726,298,11571,12606
newpoint,838,1,0,0,11530,27929,298,11404,28005
newpoint,839,1,5,0,14415,23641,31.53125,14398,23668
newpoint,840,1,1,0,12480,16590,298,12514,16662
newpoint,841,1,2,0,13591,27720,252.25,13680,27702
newpoint,842,1,1,0,9627,9056,298,9638,9152
newpoint,843,1,1,0,13576,13547,298,13776,13551
newpoint,844,1,0,0,5427,20085,298,5651,20112
newpoint,845,1,1,0,8418,21043,504.5,8412,20773
newpoint,846,1,2,0,12218,18111,252.25,12319,18241
newpoint,847,1,0,0,7609,23844,298,7822,23797
newpoint,848,1,1,0,13882,24986,298,13878,25182
newpoint,849,1,0,0,7738,17965,672,7831,17911
newpoint,850,1,2,0,8745,23785,252.25,8616,23743
newpoint,851,1,0,0,12995,16785,298,12879,16750
newpoint,852,1,1,0,12204,13364,298,12165,13411
newpoint,853,1,0,0,11929,12479,448,12203,12993
newpoint,854,1,1,0,9453,17907,298,9399,17970
newpoint,855,1,0,0,11159,10381,298,11283,10322
newpoint,856,1,2,0,11166,13293,252.25,11192,13285
newpoint,857,1,0,0,16254,8719,298,16244,8745
newpoint,858,1,2,0,13097,11806,252.25,13021,11958
newpoint,859,1,1,0,19991,7675,132,18249,8155
newpoint,860,1,3,0,11809,15440,126.125,11820,15488
newpoint,861,1,0,0,8713,12705,298,8797,12657
newpoint,862,1,0,0,6598,17936,672,6506,17925
newpoint,863,1,0,0,10423,16107,298,10486,16118
newpoint,864,1,1,0,2237,20989,132,1986,21102
newpoint,865,1,0,0,16240,13719,298,16298,13600
newpoint,866,1,3,0,17237,23201,126.125,17100,23035
newpoint,867,1,0,0,15697,16981,298,15586,17057
newpoint,868,1,1,0,10930,10629,448,11052,10854
newpoint,869,1,2,0,10589,4297,252.25,10577,4322
newpoint,870,1,2,0,13090,28089,252.25,12564,27679
newpoint,871,1,0,0,10643,19612,298,10598,19493
newpoint,872,1,1,0,7227,19498,298,7099,19375
newpoint,873,1,1,0,8843,16989,298,8836,16947
newpoint,874,1,1,0,13361,18929,504.5,13312,18813
newpoint,875,1,0,0,8259,16953,672,8652,17274
newpoint,876,1,0,0,2963,18881,298,2792,18911
newpoint,877,1,0,0,11014,17154,298,11067,17167
newpoint,878,1,1,0,8720,17736,448,8723,17715
newpoint,879,1,0,0,16391,29055,198,16353,29111
newpoint,880,1,0,0,13998,24147,198,13966,24163
newpoint,881,1,1,0,10652,14131,298,10618,14255
newpoint,882,1,2,0,9576,16515,252.25,9582,16539
newpoint,883,1,0,0,11944,8149,448,12023,8169
newpoint,884,1,0,0,12504,18184,298,12429,18186
newpoint,885,1,0,0,8369,13819,298,8362,13781
newpoint,886,1,3,0,10074,10585,126.125,10063,10612
newpoint,887,1,1,0,10408,10125,298,10480,10119
newpoint,888,1,0,0,15634,13315,298,15532,13416
newpoint,889,1,0,0,11598,4692,298,11623,4850
newpoint,890,1,5,0,14051,28217,31.53125,13856,28234
newpoint,891,1,0,0,7827,17747,298,7931,17786
newpoint,892,1,0,0,7336,17365,298,7357,17386
newpoint,893,1,2,0,13668,9266,252.25,13766,9282
newpoint,894,1,1,0,7881,19607,504.5,7935,19575
newpoint,895,1,1,0,16132,9350,298,16200,9594
newpoint,896,1,0,0,14489,16606,198,14580,16422
newpoint,897,1,1,0,12384,19105,298,12311,19149
newpoint,898,1,0,0,10672,18526,298,10763,18631
newpoint,899,1,1,0,15375,16462,298,15325,16299
newpoint,900,1,1,0,11759,30058,132,11959,30069
newpoint,901,1,0,0,16892,22350,672,16910,22369
newpoint,902,1,1,0,15000,14442,298,15304,14660
newpoint,903,1,1,0,18304,8784,504.5,18740,10204
newpoint,904,1,0,0,10823,19384,448,10665,19407
newpoint,905,1,3,0,8468,14372,126.125,8780,14338
newpoint,906,1,0,0,12350,15144,672,12242,15383
newpoint,907,1,0,0,12714,15026,298,12844,15085
newpoint,908,1,0,0,11578,18032,88,11555,18081
newpoint,909,1,4,0,19207,23436,63.0625,19124,23350
newpoint,910,1,0,0,14510,28588,198,14570,28687
newpoint,911,1,0,0,11166,26996,298,11168,27028
newpoint,912,1,2,0,16262,23042,252.25,16155,22964
newpoint,913,1,0,0,14506,15778,298,14556,15856
newpoint,914,1,0,0,6409,19533,298,6517,19490
newpoint,915,1,0,0,3048,21413,672,3010,21435
newpoint,916,1,0,0,11840,28715,448,11806,28727
newpoint,917,1,0,0,7932,15752,298,7872,15825
newpoint,918,1,0,0,8479,11919,298,8496,11918
newpoint,919,1,1,0,10565,15736,298,10555,15820
newpoint,920,1,4,0,13114,26414,63.0625,13180,26380
newpoint,921,1,0,0,13600,15870,298,13634,15893
newpoint,922,1,0,0,12006,7329,198,12010,7368
newpoint,923,1,0,0,7545,12033,448,7578,11995
newpoint,924,1,1,0,11377,16931,298,11619,17001
newpoint,925,1,2,0,6010,15311,252.25,6256,15391
newpoint,926,1,1,0,13332,27844,298,13447,27778
newpoint,927,1,0,0,10408,10125,298,10480,10119
newpoint,928,1,0,0,9176,13419,298,8933,13579
newpoint,929,1,1,0,6266,20192,298,6511,20279
newpoint,930,1,0,0,12353,29783,298,12207,29613
newpoint,931,1,1,0,15934,11551,198,15921,11556
newpoint,932,1,5,0,6857,19792,31.53125,6895,19792
newpoint,933,1,2,0,15112,21697,252.25,14935,21619
newpoint,934,1,0,0,13676,26349,298,13590,26176
newpoint,935,1,1,0,11251,26266,298,11089,26266
newpoint,936,1,2,0,9368,18524,252.25,9644,18688
newpoint,937,1,1,0,11166,26996,298,11168,27028
newpoint,938,1,1,0,8706,18979,298,8679,18894
newpoint,939,1,1,0,7646,20142,298,7855,20096
newpoint,940,1,0,0,14193,9366,298,14174,9354
newpoint,941,1,2,0,12608,16620,252.25,12514,16662
newpoint,942,1,0,0,7934,7541,298,8102,7679
newpoint,943,1,1,0,10907,15410,298,10862,15337
newpoint,944,1,0,0,10074,10585,298,10078,10536
newpoint,945,1,3,0,11378,4952,126.125,11255,4992
newpoint,946,1,0,0,15171,12129,298,15121,12013
newpoint,947,1,0,0,10519,12329,198,10387,12403
newpoint,948,1,2,0,10370,17280,252.25,10313,17271
newpoint,949,1,1,0,7255,17998,504.5,7474,18015
newpoint,950,1,0,0,10951,18480,298,11065,18611
newpoint,951,1,0,0,10032,17065,298,10013,17267
newpoint,952,1,0,0,9710,21216,298,9710,21353
newpoint,953,1,1,0,10064,20043,298,10025,19851
newpoint,954,1,1,0,11791,22507,504.5,11798,22558
newpoint,955,1,0,0,17019,22022,298,16993,22010
newpoint,956,1,0,0,10149,14130,298,10168,14069
newpoint,957,1,0,0,9399,19501,298,9431,19501
newpoint,958,1,0,0,10052,17895,298,9863,17875
